date,store_id,region,store_type,walkability_score,category,units_sold,price,base_price,unit_cost,discount_pct,temperature_f,precipitation_in,day_of_week,is_weekend,is_holiday,week_start,revenue,gross_margin,is_promoted,trailing_28d_units,trailing_28d_margin,baseline_units,baseline_margin
2025-08-28,S018,Seattle,urban_core,80.5,espresso,67,5.75,5.75,1.65,0.0,67.7,0.002,Thursday,0,0,2025-08-25,385.25,274.7,0,84.39285714285714,336.7728571428571,84.39285714285714,336.7728571428571
2025-08-29,S018,Seattle,urban_core,80.5,espresso,71,5.75,5.75,1.65,0.0,66.4,0.057,Friday,0,0,2025-08-25,408.25,291.1,0,83.67857142857143,333.8442857142857,83.67857142857143,333.8442857142857
2025-08-30,S018,Seattle,urban_core,80.5,espresso,85,5.75,5.75,1.65,0.0,80.1,0.127,Saturday,1,0,2025-08-25,488.75,348.5,0,82.67857142857143,331.795,82.67857142857143,331.795
2025-08-31,S018,Seattle,urban_core,80.5,espresso,79,5.75,5.75,1.65,0.0,73.1,0.0,Sunday,1,0,2025-08-25,454.25,323.9,0,82.92857142857143,332.82,82.92857142857143,332.82
2025-09-01,S018,Seattle,urban_core,80.5,espresso,66,5.75,5.75,1.65,0.0,69.7,0.0,Monday,0,1,2025-09-01,379.5,270.6,0,81.78571428571429,331.5435714285714,81.78571428571429,331.5435714285714
2025-09-02,S018,Seattle,urban_core,80.5,espresso,70,5.75,5.75,1.65,0.0,70.5,0.015,Tuesday,0,0,2025-09-01,402.5,287.0,0,81.67857142857143,331.1042857142857,81.67857142857143,331.1042857142857
2025-09-03,S018,Seattle,urban_core,80.5,espresso,101,4.89,5.75,1.65,0.15,60.0,0.0,Wednesday,0,0,2025-09-01,493.89,327.24,1,81.5,330.3721428571429,81.5,330.3721428571429
2025-09-04,S018,Seattle,urban_core,80.5,espresso,88,5.17,5.75,1.65,0.1,68.2,0.0,Thursday,0,0,2025-09-01,454.96,309.76,1,82.0,329.32,82.0,329.32
2025-09-05,S018,Seattle,urban_core,80.5,espresso,68,5.75,5.75,1.65,0.0,63.3,0.03,Friday,0,0,2025-09-01,391.0,278.8,0,82.03571428571429,327.6435714285714,82.03571428571429,327.6435714285714
2025-09-06,S018,Seattle,urban_core,80.5,espresso,91,5.75,5.75,1.65,0.0,62.8,0.0,Saturday,1,0,2025-09-01,523.25,373.1,0,82.0,327.4971428571429,82.0,327.4971428571429
2025-09-07,S018,Seattle,urban_core,80.5,espresso,79,5.75,5.75,1.65,0.0,69.9,0.161,Sunday,1,0,2025-09-01,454.25,323.9,0,82.07142857142857,327.79,82.07142857142857,327.79
2025-09-08,S018,Seattle,urban_core,80.5,espresso,76,5.75,5.75,1.65,0.0,61.0,0.026,Monday,0,0,2025-09-08,437.0,311.6,0,82.03571428571429,327.6435714285714,82.03571428571429,327.6435714285714
2025-09-09,S018,Seattle,urban_core,80.5,espresso,68,5.75,5.75,1.65,0.0,64.7,0.013,Tuesday,0,0,2025-09-08,391.0,278.8,0,82.53571428571429,329.69357142857143,82.53571428571429,329.69357142857143
2025-09-10,S018,Seattle,urban_core,80.5,espresso,89,5.75,5.75,1.65,0.0,63.6,0.04,Wednesday,0,0,2025-09-08,511.75,364.9,0,81.85714285714286,326.9114285714286,81.85714285714286,326.9114285714286
2025-09-11,S018,Seattle,urban_core,80.5,espresso,71,5.75,5.75,1.65,0.0,74.8,0.043,Thursday,0,0,2025-09-08,408.25,291.1,0,82.32142857142857,328.815,82.32142857142857,328.815
2025-09-12,S018,Seattle,urban_core,80.5,espresso,88,5.17,5.75,1.65,0.1,67.0,0.0,Friday,0,0,2025-09-08,454.96,309.76,1,82.21428571428571,328.3757142857143,82.21428571428571,328.3757142857143
2025-09-13,S018,Seattle,urban_core,80.5,espresso,89,5.75,5.75,1.65,0.0,71.8,0.026,Saturday,1,0,2025-09-08,511.75,364.9,0,82.32142857142857,326.9921428571429,82.32142857142857,326.9921428571429
2025-09-14,S018,Seattle,urban_core,80.5,espresso,113,4.89,5.75,1.65,0.15,67.2,0.029,Sunday,1,0,2025-09-08,552.57,366.12,1,82.85714285714286,329.18857142857144,82.85714285714286,329.18857142857144
2025-09-15,S018,Seattle,urban_core,80.5,espresso,85,5.75,5.75,1.65,0.0,61.8,0.0,Monday,0,0,2025-09-15,488.75,348.5,0,83.82142857142857,329.6714285714285,83.82142857142857,329.6714285714285
2025-09-16,S018,Seattle,urban_core,80.5,espresso,81,5.75,5.75,1.65,0.0,59.0,0.008,Tuesday,0,0,2025-09-15,465.75,332.1,0,83.82142857142857,329.6714285714285,83.82142857142857,329.6714285714285
2025-09-17,S018,Seattle,urban_core,80.5,espresso,93,5.75,5.75,1.65,0.0,60.6,0.0,Wednesday,0,0,2025-09-15,534.75,381.3,0,84.07142857142857,330.69642857142856,84.07142857142857,330.69642857142856
2025-09-18,S018,Seattle,urban_core,80.5,espresso,74,5.75,5.75,1.65,0.0,64.0,0.039,Thursday,0,0,2025-09-15,425.5,303.4,0,84.60714285714286,332.89285714285717,84.60714285714286,332.89285714285717
2025-09-19,S018,Seattle,urban_core,80.5,espresso,74,5.75,5.75,1.65,0.0,61.2,0.108,Friday,0,0,2025-09-15,425.5,303.4,0,84.60714285714286,332.89285714285717,84.60714285714286,332.89285714285717
2025-09-20,S018,Seattle,urban_core,80.5,espresso,97,5.75,5.75,1.65,0.0,62.7,0.058,Saturday,1,0,2025-09-15,557.75,397.7,0,84.07142857142857,330.69642857142856,84.07142857142857,330.69642857142856
2025-09-21,S018,Seattle,urban_core,80.5,espresso,91,5.75,5.75,1.65,0.0,69.5,0.226,Sunday,1,0,2025-09-15,523.25,373.1,0,84.42857142857143,332.1607142857143,84.42857142857143,332.1607142857143
2025-09-22,S018,Seattle,urban_core,80.5,espresso,93,5.75,5.75,1.65,0.0,66.1,0.0,Monday,0,0,2025-09-22,534.75,381.3,0,83.28571428571429,331.2528571428571,83.28571428571429,331.2528571428571
2025-09-23,S018,Seattle,urban_core,80.5,espresso,80,5.75,5.75,1.65,0.0,65.2,0.0,Tuesday,0,0,2025-09-22,460.0,328.0,0,83.42857142857143,331.8385714285714,83.42857142857143,331.8385714285714
2025-09-24,S018,Seattle,urban_core,80.5,espresso,77,5.75,5.75,1.65,0.0,58.5,0.012,Wednesday,0,0,2025-09-22,442.75,315.7,0,83.21428571428571,330.96,83.21428571428571,330.96
2025-09-25,S018,Seattle,urban_core,80.5,espresso,69,5.75,5.75,1.65,0.0,59.5,0.021,Thursday,0,0,2025-09-22,396.75,282.9,0,82.28571428571429,327.15285714285716,82.28571428571429,327.15285714285716
2025-09-26,S018,Seattle,urban_core,80.5,espresso,80,5.75,5.75,1.65,0.0,54.1,0.009,Friday,0,0,2025-09-22,460.0,328.0,0,82.35714285714286,327.44571428571425,82.35714285714286,327.44571428571425
2025-09-27,S018,Seattle,urban_core,80.5,espresso,94,5.75,5.75,1.65,0.0,57.0,0.211,Saturday,1,0,2025-09-22,540.5,385.4,0,82.67857142857143,328.7635714285714,82.67857142857143,328.7635714285714
2025-09-28,S018,Seattle,urban_core,80.5,espresso,92,5.75,5.75,1.65,0.0,64.3,0.031,Sunday,1,0,2025-09-22,529.0,377.2,0,83.0,330.0814285714286,83.0,330.0814285714286
2025-09-29,S018,Seattle,urban_core,80.5,espresso,78,5.75,5.75,1.65,0.0,61.2,0.0,Monday,0,0,2025-09-29,448.5,319.8,0,83.46428571428571,331.985,83.46428571428571,331.985
2025-09-30,S018,Seattle,urban_core,80.5,espresso,71,5.75,5.75,1.65,0.0,55.7,0.0,Tuesday,0,0,2025-09-29,408.25,291.1,0,83.89285714285714,333.7421428571429,83.89285714285714,333.7421428571429
2025-10-01,S018,Seattle,urban_core,80.5,espresso,74,5.75,5.75,1.65,0.0,65.3,0.035,Wednesday,0,0,2025-09-29,425.5,303.4,0,83.92857142857143,333.8885714285714,83.92857142857143,333.8885714285714
2025-10-02,S018,Seattle,urban_core,80.5,espresso,88,5.75,5.75,1.65,0.0,65.6,0.056,Thursday,0,0,2025-09-29,506.0,360.8,0,82.96428571428571,333.0371428571429,82.96428571428571,333.0371428571429
2025-10-03,S018,Seattle,urban_core,80.5,espresso,75,5.75,5.75,1.65,0.0,67.8,0.075,Friday,0,0,2025-09-29,431.25,307.5,0,82.96428571428571,334.86,82.96428571428571,334.86
2025-10-04,S018,Seattle,urban_core,80.5,espresso,96,5.75,5.75,1.65,0.0,53.7,0.0,Saturday,1,0,2025-09-29,552.0,393.6,0,83.21428571428571,335.88500000000005,83.21428571428571,335.88500000000005
2025-10-05,S018,Seattle,urban_core,80.5,espresso,96,5.75,5.75,1.65,0.0,60.0,0.048,Sunday,1,0,2025-09-29,552.0,393.6,0,83.39285714285714,336.6171428571429,83.39285714285714,336.6171428571429
2025-10-06,S018,Seattle,urban_core,80.5,espresso,71,5.75,5.75,1.65,0.0,60.8,0.156,Monday,0,0,2025-10-06,408.25,291.1,0,84.0,339.1064285714286,84.0,339.1064285714286
2025-10-07,S018,Seattle,urban_core,80.5,espresso,73,5.75,5.75,1.65,0.0,50.1,0.048,Tuesday,0,0,2025-10-06,419.75,299.3,0,83.82142857142857,338.3742857142857,83.82142857142857,338.3742857142857
2025-10-08,S018,Seattle,urban_core,80.5,espresso,89,5.75,5.75,1.65,0.0,53.0,0.0,Wednesday,0,0,2025-10-06,511.75,364.9,0,84.0,339.1064285714286,84.0,339.1064285714286
2025-10-09,S018,Seattle,urban_core,80.5,espresso,107,5.17,5.75,1.65,0.1,51.2,0.048,Thursday,0,0,2025-10-06,553.19,376.64,1,84.0,339.1064285714286,84.0,339.1064285714286
2025-10-10,S018,Seattle,urban_core,80.5,espresso,103,5.75,5.75,1.65,0.0,64.2,0.0,Friday,0,0,2025-10-06,592.25,422.3,0,85.28571428571429,342.1614285714286,85.28571428571429,342.1614285714286
2025-10-11,S018,Seattle,urban_core,80.5,espresso,103,5.75,5.75,1.65,0.0,49.1,0.005,Saturday,1,0,2025-10-06,592.25,422.3,0,85.82142857142857,346.18071428571426,85.82142857142857,346.18071428571426
2025-10-12,S018,Seattle,urban_core,80.5,espresso,91,5.75,5.75,1.65,0.0,47.7,0.017,Sunday,1,0,2025-10-06,523.25,373.1,0,86.32142857142857,348.23071428571427,86.32142857142857,348.23071428571427
2025-10-13,S018,Seattle,urban_core,80.5,espresso,83,5.75,5.75,1.65,0.0,64.0,0.033,Monday,0,0,2025-10-13,477.25,340.3,0,85.53571428571429,348.48,85.53571428571429,348.48
2025-10-14,S018,Seattle,urban_core,80.5,espresso,88,5.75,5.75,1.65,0.0,41.3,0.152,Tuesday,0,0,2025-10-13,506.0,360.8,0,85.46428571428571,348.1871428571429,85.46428571428571,348.1871428571429
2025-10-15,S018,Seattle,urban_core,80.5,espresso,86,5.75,5.75,1.65,0.0,48.4,0.015,Wednesday,0,0,2025-10-13,494.5,352.6,0,85.71428571428571,349.21214285714285,85.71428571428571,349.21214285714285
2025-10-16,S018,Seattle,urban_core,80.5,espresso,84,5.75,5.75,1.65,0.0,57.5,0.0,Thursday,0,0,2025-10-13,483.0,344.4,0,85.46428571428571,348.1871428571429,85.46428571428571,348.1871428571429
2025-10-17,S018,Seattle,urban_core,80.5,espresso,79,5.75,5.75,1.65,0.0,58.0,0.143,Friday,0,0,2025-10-13,454.25,323.9,0,85.82142857142857,349.65142857142854,85.82142857142857,349.65142857142854
2025-10-18,S018,Seattle,urban_core,80.5,espresso,117,5.75,5.75,1.65,0.0,51.3,0.218,Saturday,1,0,2025-10-13,672.75,479.7,0,86.0,350.38357142857143,86.0,350.38357142857143
2025-10-19,S018,Seattle,urban_core,80.5,espresso,98,5.75,5.75,1.65,0.0,53.3,0.035,Sunday,1,0,2025-10-13,563.5,401.8,0,86.71428571428571,353.3121428571429,86.71428571428571,353.3121428571429
2025-10-20,S018,Seattle,urban_core,80.5,espresso,74,5.75,5.75,1.65,0.0,51.2,0.0,Monday,0,0,2025-10-20,425.5,303.4,0,86.96428571428571,354.33714285714285,86.96428571428571,354.33714285714285
2025-10-21,S018,Seattle,urban_core,80.5,espresso,95,5.75,5.75,1.65,0.0,44.9,0.079,Tuesday,0,0,2025-10-20,546.25,389.5,0,86.28571428571429,351.555,86.28571428571429,351.555
2025-10-22,S018,Seattle,urban_core,80.5,espresso,76,5.75,5.75,1.65,0.0,54.4,0.0,Wednesday,0,0,2025-10-20,437.0,311.6,0,86.82142857142857,353.7514285714286,86.82142857142857,353.7514285714286
2025-10-23,S018,Seattle,urban_core,80.5,espresso,68,5.75,5.75,1.65,0.0,58.1,0.168,Thursday,0,0,2025-10-20,391.0,278.8,0,86.78571428571429,353.605,86.78571428571429,353.605
2025-10-24,S018,Seattle,urban_core,80.5,espresso,90,5.75,5.75,1.65,0.0,46.7,0.119,Friday,0,0,2025-10-20,517.5,369.0,0,86.75,353.4585714285714,86.75,353.4585714285714
2025-10-25,S018,Seattle,urban_core,80.5,espresso,91,5.75,5.75,1.65,0.0,53.0,0.0,Saturday,1,0,2025-10-20,523.25,373.1,0,87.10714285714286,354.92285714285714,87.10714285714286,354.92285714285714
2025-10-26,S018,Seattle,urban_core,80.5,espresso,101,5.75,5.75,1.65,0.0,45.7,0.0,Sunday,1,0,2025-10-20,580.75,414.1,0,87.0,354.48357142857145,87.0,354.48357142857145
2025-10-27,S018,Seattle,urban_core,80.5,espresso,110,4.89,5.75,1.65,0.15,41.6,0.012,Monday,0,0,2025-10-27,537.9,356.4,1,87.32142857142857,355.8014285714286,87.32142857142857,355.8014285714286
2025-10-28,S018,Seattle,urban_core,80.5,espresso,93,5.75,5.75,1.65,0.0,52.1,0.0,Tuesday,0,0,2025-10-27,534.75,381.3,0,88.46428571428571,357.10857142857145,88.46428571428571,357.10857142857145
2025-10-29,S018,Seattle,urban_core,80.5,espresso,90,5.75,5.75,1.65,0.0,51.4,0.046,Wednesday,0,0,2025-10-27,517.5,369.0,0,89.25,360.33,89.25,360.33
2025-10-30,S018,Seattle,urban_core,80.5,espresso,109,5.75,5.75,1.65,0.0,42.1,0.103,Thursday,0,0,2025-10-27,626.75,446.9,0,89.82142857142857,362.67285714285714,89.82142857142857,362.67285714285714
2025-10-31,S018,Seattle,urban_core,80.5,espresso,78,5.75,5.75,1.65,0.0,41.5,0.017,Friday,0,0,2025-10-27,448.5,319.8,0,90.57142857142857,365.7478571428572,90.57142857142857,365.7478571428572
2025-11-01,S018,Seattle,urban_core,80.5,espresso,90,5.75,5.75,1.65,0.0,51.0,0.007,Saturday,1,0,2025-10-27,517.5,369.0,0,90.67857142857143,366.1871428571429,90.67857142857143,366.1871428571429
2025-11-02,S018,Seattle,urban_core,80.5,espresso,89,5.75,5.75,1.65,0.0,45.7,0.0,Sunday,1,0,2025-10-27,511.75,364.9,0,90.46428571428571,365.3085714285714,90.46428571428571,365.3085714285714
2025-11-03,S018,Seattle,urban_core,80.5,espresso,80,5.75,5.75,1.65,0.0,46.2,0.0,Monday,0,0,2025-11-03,460.0,328.0,0,90.21428571428571,364.28357142857146,90.21428571428571,364.28357142857146
2025-11-04,S018,Seattle,urban_core,80.5,espresso,87,5.75,5.75,1.65,0.0,54.9,0.0,Tuesday,0,0,2025-11-03,500.25,356.7,0,90.53571428571429,365.6014285714286,90.53571428571429,365.6014285714286
2025-11-05,S018,Seattle,urban_core,80.5,espresso,88,5.75,5.75,1.65,0.0,52.1,0.051,Wednesday,0,0,2025-11-03,506.0,360.8,0,91.03571428571429,367.65142857142854,91.03571428571429,367.65142857142854
2025-11-06,S018,Seattle,urban_core,80.5,espresso,84,5.75,5.75,1.65,0.0,40.2,0.0,Thursday,0,0,2025-11-03,483.0,344.4,0,91.0,367.505,91.0,367.505
2025-11-07,S018,Seattle,urban_core,80.5,espresso,97,5.75,5.75,1.65,0.0,50.6,0.047,Friday,0,0,2025-11-03,557.75,397.7,0,90.17857142857143,366.3535714285714,90.17857142857143,366.3535714285714
2025-11-08,S018,Seattle,urban_core,80.5,espresso,95,5.75,5.75,1.65,0.0,44.0,0.0,Saturday,1,0,2025-11-03,546.25,389.5,0,89.96428571428571,365.47499999999997,89.96428571428571,365.47499999999997
2025-11-09,S018,Seattle,urban_core,80.5,espresso,83,5.75,5.75,1.65,0.0,40.3,0.015,Sunday,1,0,2025-11-03,477.25,340.3,0,89.67857142857143,364.30357142857144,89.67857142857143,364.30357142857144
2025-11-10,S018,Seattle,urban_core,80.5,espresso,80,5.75,5.75,1.65,0.0,52.5,0.016,Monday,0,0,2025-11-10,460.0,328.0,0,89.39285714285714,363.13214285714287,89.39285714285714,363.13214285714287
2025-11-11,S018,Seattle,urban_core,80.5,espresso,95,5.75,5.75,1.65,0.0,39.1,0.089,Tuesday,0,0,2025-11-10,546.25,389.5,0,89.28571428571429,362.6928571428571,89.28571428571429,362.6928571428571
2025-11-12,S018,Seattle,urban_core,80.5,espresso,102,5.75,5.75,1.65,0.0,43.0,0.113,Wednesday,0,0,2025-11-10,586.5,418.2,0,89.53571428571429,363.71785714285716,89.53571428571429,363.71785714285716
2025-11-13,S018,Seattle,urban_core,80.5,espresso,87,5.75,5.75,1.65,0.0,37.1,0.0,Thursday,0,0,2025-11-10,500.25,356.7,0,90.10714285714286,366.0607142857143,90.10714285714286,366.0607142857143
2025-11-14,S018,Seattle,urban_core,80.5,espresso,70,5.75,5.75,1.65,0.0,45.2,0.129,Friday,0,0,2025-11-10,402.5,287.0,0,90.21428571428571,366.5,90.21428571428571,366.5
2025-11-15,S018,Seattle,urban_core,80.5,espresso,106,5.75,5.75,1.65,0.0,47.4,0.027,Saturday,1,0,2025-11-10,609.5,434.6,0,89.89285714285714,365.1821428571429,89.89285714285714,365.1821428571429
2025-11-16,S018,Seattle,urban_core,80.5,espresso,86,5.75,5.75,1.65,0.0,56.1,0.114,Sunday,1,0,2025-11-10,494.5,352.6,0,89.5,363.57142857142856,89.5,363.57142857142856
2025-11-17,S018,Seattle,urban_core,80.5,espresso,82,5.75,5.75,1.65,0.0,40.7,0.0,Monday,0,0,2025-11-17,471.5,336.2,0,89.07142857142857,361.8142857142857,89.07142857142857,361.8142857142857
2025-11-18,S018,Seattle,urban_core,80.5,espresso,77,5.75,5.75,1.65,0.0,52.7,0.115,Tuesday,0,0,2025-11-17,442.75,315.7,0,89.35714285714286,362.9857142857143,89.35714285714286,362.9857142857143
2025-11-19,S018,Seattle,urban_core,80.5,espresso,87,5.75,5.75,1.65,0.0,44.5,0.058,Wednesday,0,0,2025-11-17,500.25,356.7,0,88.71428571428571,360.34999999999997,88.71428571428571,360.34999999999997
2025-11-20,S018,Seattle,urban_core,80.5,espresso,68,5.75,5.75,1.65,0.0,46.9,0.02,Thursday,0,0,2025-11-17,391.0,278.8,0,89.10714285714286,361.9607142857143,89.10714285714286,361.9607142857143
2025-11-21,S018,Seattle,urban_core,80.5,espresso,88,5.75,5.75,1.65,0.0,39.4,0.125,Friday,0,0,2025-11-17,506.0,360.8,0,89.10714285714286,361.9607142857143,89.10714285714286,361.9607142857143
2025-11-22,S018,Seattle,urban_core,80.5,espresso,108,5.75,5.75,1.65,0.0,41.3,0.045,Saturday,1,0,2025-11-17,621.0,442.8,0,89.03571428571429,361.66785714285714,89.03571428571429,361.66785714285714
2025-11-23,S018,Seattle,urban_core,80.5,espresso,92,5.75,5.75,1.65,0.0,39.2,0.094,Sunday,1,0,2025-11-17,529.0,377.2,0,89.64285714285714,364.15714285714284,89.64285714285714,364.15714285714284
2025-11-24,S018,Seattle,urban_core,80.5,espresso,82,5.75,5.75,1.65,0.0,40.7,0.087,Monday,0,0,2025-11-24,471.5,336.2,0,89.32142857142857,362.8392857142857,89.32142857142857,362.8392857142857
2025-11-25,S018,Seattle,urban_core,80.5,espresso,74,5.75,5.75,1.65,0.0,44.0,0.042,Tuesday,0,0,2025-11-24,425.5,303.4,0,88.32142857142857,362.11785714285713,88.32142857142857,362.11785714285713
2025-11-26,S018,Seattle,urban_core,80.5,espresso,70,5.75,5.75,1.65,0.0,32.8,0.0,Wednesday,0,0,2025-11-24,402.5,287.0,0,87.64285714285714,359.3357142857143,87.64285714285714,359.3357142857143
2025-11-27,S018,Seattle,urban_core,80.5,espresso,59,5.75,5.75,1.65,0.0,48.2,0.041,Thursday,0,1,2025-11-24,339.25,241.9,0,86.92857142857143,356.40714285714284,86.92857142857143,356.40714285714284
2025-11-28,S018,Seattle,urban_core,80.5,espresso,83,5.75,5.75,1.65,0.0,44.8,0.0,Friday,0,0,2025-11-24,477.25,340.3,0,85.14285714285714,349.0857142857143,85.14285714285714,349.0857142857143
2025-11-29,S018,Seattle,urban_core,80.5,espresso,81,5.75,5.75,1.65,0.0,46.5,0.003,Saturday,1,0,2025-11-24,465.75,332.1,0,85.32142857142857,349.8178571428571,85.32142857142857,349.8178571428571
2025-11-30,S018,Seattle,urban_core,80.5,espresso,124,5.17,5.75,1.65,0.1,44.2,0.013,Sunday,1,0,2025-11-24,641.08,436.48,1,85.0,348.5,85.0,348.5
2025-12-01,S018,Seattle,urban_core,80.5,espresso,96,5.75,5.75,1.65,0.0,44.1,0.026,Monday,0,0,2025-12-01,552.0,393.6,0,86.25,351.05642857142857,86.25,351.05642857142857
2025-12-02,S018,Seattle,urban_core,80.5,espresso,108,5.75,5.75,1.65,0.0,51.6,0.0,Tuesday,0,0,2025-12-01,621.0,442.8,0,86.82142857142857,353.3992857142857,86.82142857142857,353.3992857142857
2025-12-03,S018,Seattle,urban_core,80.5,espresso,79,5.75,5.75,1.65,0.0,38.0,0.127,Wednesday,0,0,2025-12-01,454.25,323.9,0,87.57142857142857,356.4742857142857,87.57142857142857,356.4742857142857
2025-12-04,S018,Seattle,urban_core,80.5,espresso,91,5.75,5.75,1.65,0.0,33.5,0.0,Thursday,0,0,2025-12-01,523.25,373.1,0,87.25,355.15642857142853,87.25,355.15642857142853
2025-12-05,S018,Seattle,urban_core,80.5,espresso,83,5.75,5.75,1.65,0.0,47.5,0.053,Friday,0,0,2025-12-01,477.25,340.3,0,87.5,356.18142857142857,87.5,356.18142857142857
2025-12-06,S018,Seattle,urban_core,80.5,espresso,112,5.75,5.75,1.65,0.0,41.9,0.015,Saturday,1,0,2025-12-01,644.0,459.2,0,87.0,354.13142857142856,87.0,354.13142857142856
2025-12-07,S018,Seattle,urban_core,80.5,espresso,100,5.75,5.75,1.65,0.0,42.0,0.0,Sunday,1,0,2025-12-01,575.0,410.0,0,87.60714285714286,356.62071428571426,87.60714285714286,356.62071428571426
2025-12-08,S018,Seattle,urban_core,80.5,espresso,114,4.89,5.75,1.65,0.15,50.5,0.001,Monday,0,0,2025-12-08,557.46,369.36,1,88.21428571428571,359.11,88.21428571428571,359.11
2025-12-09,S018,Seattle,urban_core,80.5,espresso,83,5.75,5.75,1.65,0.0,40.9,0.161,Tuesday,0,0,2025-12-08,477.25,340.3,0,89.42857142857143,360.58714285714285,89.42857142857143,360.58714285714285
2025-12-10,S018,Seattle,urban_core,80.5,espresso,100,5.75,5.75,1.65,0.0,42.1,0.0,Wednesday,0,0,2025-12-08,575.0,410.0,0,89.0,358.83,89.0,358.83
2025-12-11,S018,Seattle,urban_core,80.5,espresso,86,5.75,5.75,1.65,0.0,39.0,0.0,Thursday,0,0,2025-12-08,494.5,352.6,0,88.92857142857143,358.5371428571429,88.92857142857143,358.5371428571429
2025-12-12,S018,Seattle,urban_core,80.5,espresso,75,5.75,5.75,1.65,0.0,51.2,0.068,Friday,0,0,2025-12-08,431.25,307.5,0,88.89285714285714,358.3907142857143,88.89285714285714,358.3907142857143
2025-12-13,S018,Seattle,urban_core,80.5,espresso,100,5.75,5.75,1.65,0.0,43.8,0.047,Saturday,1,0,2025-12-08,575.0,410.0,0,89.07142857142857,359.1228571428572,89.07142857142857,359.1228571428572
2025-12-14,S018,Seattle,urban_core,80.5,espresso,99,5.75,5.75,1.65,0.0,24.1,0.054,Sunday,1,0,2025-12-08,569.25,405.9,0,88.85714285714286,358.2442857142857,88.85714285714286,358.2442857142857
2025-12-15,S018,Seattle,urban_core,80.5,espresso,94,5.75,5.75,1.65,0.0,31.3,0.0,Monday,0,0,2025-12-15,540.5,385.4,0,89.32142857142857,360.1478571428571,89.32142857142857,360.1478571428571
2025-12-16,S018,Seattle,urban_core,80.5,espresso,83,5.75,5.75,1.65,0.0,36.8,0.037,Tuesday,0,0,2025-12-15,477.25,340.3,0,89.75,361.90500000000003,89.75,361.90500000000003
2025-12-17,S018,Seattle,urban_core,80.5,espresso,72,5.75,5.75,1.65,0.0,45.9,0.112,Wednesday,0,0,2025-12-15,414.0,295.2,0,89.96428571428571,362.78357142857146,89.96428571428571,362.78357142857146
2025-12-18,S018,Seattle,urban_core,80.5,espresso,86,5.75,5.75,1.65,0.0,30.6,0.0,Thursday,0,0,2025-12-15,494.5,352.6,0,89.42857142857143,360.58714285714285,89.42857142857143,360.58714285714285
2025-12-19,S018,Seattle,urban_core,80.5,espresso,113,5.17,5.75,1.65,0.1,39.2,0.0,Friday,0,0,2025-12-15,584.21,397.76,1,90.07142857142857,363.22285714285715,90.07142857142857,363.22285714285715
2025-12-20,S018,Seattle,urban_core,80.5,espresso,83,5.75,5.75,1.65,0.0,47.9,0.045,Saturday,1,0,2025-12-15,477.25,340.3,0,90.96428571428571,364.54285714285714,90.96428571428571,364.54285714285714
2025-12-21,S018,Seattle,urban_core,80.5,espresso,88,5.75,5.75,1.65,0.0,38.4,0.074,Sunday,1,0,2025-12-15,506.0,360.8,0,90.07142857142857,360.88214285714287,90.07142857142857,360.88214285714287
2025-12-22,S018,Seattle,urban_core,80.5,espresso,99,5.75,5.75,1.65,0.0,36.7,0.034,Monday,0,0,2025-12-22,569.25,405.9,0,89.92857142857143,360.2964285714285,89.92857142857143,360.2964285714285
2025-12-23,S018,Seattle,urban_core,80.5,espresso,94,5.75,5.75,1.65,0.0,35.3,0.0,Tuesday,0,0,2025-12-22,540.5,385.4,0,90.53571428571429,362.7857142857143,90.53571428571429,362.7857142857143
2025-12-24,S018,Seattle,urban_core,80.5,espresso,102,5.17,5.75,1.65,0.1,33.4,0.158,Wednesday,0,0,2025-12-22,527.34,359.04,1,91.25,365.7142857142857,91.25,365.7142857142857
2025-12-25,S018,Seattle,urban_core,80.5,espresso,68,5.75,5.75,1.65,0.0,38.6,0.0,Thursday,0,1,2025-12-22,391.0,278.8,0,92.39285714285714,368.2871428571429,92.39285714285714,368.2871428571429
2025-12-26,S018,Seattle,urban_core,80.5,espresso,76,5.75,5.75,1.65,0.0,36.1,0.205,Friday,0,0,2025-12-22,437.0,311.6,0,92.71428571428571,369.605,92.71428571428571,369.605
2025-12-27,S018,Seattle,urban_core,80.5,espresso,101,5.75,5.75,1.65,0.0,44.9,0.083,Saturday,1,0,2025-12-22,580.75,414.1,0,92.46428571428571,368.58,92.46428571428571,368.58
2025-12-28,S018,Seattle,urban_core,80.5,espresso,106,5.75,5.75,1.65,0.0,29.1,0.0,Sunday,1,0,2025-12-22,609.5,434.6,0,93.17857142857143,371.50857142857143,93.17857142857143,371.50857142857143
2025-12-29,S018,Seattle,urban_core,80.5,espresso,84,5.75,5.75,1.65,0.0,31.9,0.02,Monday,0,0,2025-12-29,483.0,344.4,0,92.53571428571429,371.4414285714286,92.53571428571429,371.4414285714286
2025-12-30,S018,Seattle,urban_core,80.5,espresso,94,5.75,5.75,1.65,0.0,42.5,0.164,Tuesday,0,0,2025-12-29,540.5,385.4,0,92.10714285714286,369.6842857142857,92.10714285714286,369.6842857142857
2025-12-31,S018,Seattle,urban_core,80.5,espresso,80,5.75,5.75,1.65,0.0,36.0,0.067,Wednesday,0,0,2025-12-29,460.0,328.0,0,91.60714285714286,367.63428571428574,91.60714285714286,367.63428571428574
